grass_region,category_group,seller_type,shopee_item_id,shopee_model_id,competitor_item_id,competitor_model_id,shopee_model_price_usd,shopee_model_price,competitor_model_price,shopee_gmv_usd,shopee_order,shopee_model_competitiveness_status
MY,FMCG,Non-Mall,818903549,9207352750,860599151,3928806914,210.69,987.00,1167.00,11582.65,55.00,Shopee < CPT
SG,Fashion,Long Tail (LT),5507803267,3183128007,822369399,4639485427,224.69,306.00,270.00,4717.89,21.00,Shopee > CPT
ID,Fashion,Long Tail (LT),3950554756,4052504154,151058894,4506771983,80.66,1248640.00,1040963.00,9114.45,113.00,Shopee > CPT
ID,Electronics,Mall,3428590193,6068908431,4508200159,703045740,73.85,1143303.00,1327239.00,9157.95,124.00,Shopee < CPT
MY,Fashion,Long Tail (LT),2776466320,8427616598,3296576454,3562934033,47.99,224.00,234.00,7360.32,154.00,Shopee < CPT
MY,FMCG,Mall,2906135433,5666187482,8044372003,2816426288,32.11,150.00,163.00,608.10,19.00,Shopee < CPT
MY,Lifestyle,Cross Border,2205271708,6876134851,1542764954,4850338897,102.97,482.00,389.00,17586.17,171.00,Shopee > CPT
ID,Lifestyle,Long Tail (LT),8325656039,5019054096,1387692414,5004243715,247.82,3836418.00,3876873.00,48573.23,196.00,Shopee < CPT
MY,Lifestyle,Mall,4741557551,8830259414,8487558495,5381969694,131.41,615.00,715.00,17846.06,136.00,Shopee < CPT
SG,FMCG,Non-Mall,50183165,392936280,1211193242,9199872619,69.26,94.00,91.00,13595.68,197.00,Shopee > CPT
ID,Electronics,Non-Mall,5696334367,7523523856,5448173328,4211827547,54.67,846357.00,677209.00,9075.63,166.00,Shopee > CPT
TH,Fashion,Long Tail (LT),7334255493,8584691763,6182681133,4928701065,9.56,348.00,396.00,1249.45,131.00,Shopee < CPT
ID,Electronics,Cross Border,4411168870,7146830641,2843364692,9389096173,69.76,1079894.00,1133217.00,906.86,13.00,Shopee < CPT
MY,Lifestyle,Cross Border,4841677661,2738478334,5187036743,4950423755,223.45,1047.00,1076.00,29935.03,134.00,Shopee < CPT
PH,FMCG,Cross Border,5002334255,5089998375,6351037549,7930487872,359.70,20353.00,20419.00,19063.85,53.00,Shopee < CPT
ID,Electronics,Long Tail (LT),2185118210,5738476684,9061884610,4044049624,277.48,4295466.00,5136839.00,3884.66,14.00,Shopee < CPT
ID,Fashion,Long Tail (LT),9994482597,8686138920,885223146,8313044631,105.05,1626293.00,1610471.00,19855.26,189.00,Shopee > CPT
SG,FMCG,Long Tail (LT),1244867702,3328042320,3124819559,9485762984,63.26,86.00,76.00,2020.48,32.00,Shopee > CPT
ID,Fashion,Non-Mall,103997827,75588851,3761505670,6612773690,416.64,6449858.00,5412616.00,76662.50,184.00,Shopee > CPT
ID,Lifestyle,Non-Mall,4560034782,531137492,4110901609,7372694562,37.15,575170.00,672544.00,4867.24,131.00,Shopee < CPT
SG,Lifestyle,Mall,1758469247,3834756863,5913161161,9177395339,45.83,62.00,67.00,91.04,2.00,Shopee < CPT
TH,Lifestyle,Cross Border,7679157317,6259155891,4441687081,7036970677,95.49,3483.00,3364.00,16705.49,175.00,Shopee > CPT
ID,Fashion,Long Tail (LT),1140165325,5859428440,1339729353,8079206472,88.39,1368339.00,1444759.00,7336.46,83.00,Shopee < CPT
ID,Fashion,Long Tail (LT),151213376,5738938826,3122988697,4157333096,216.25,3347732.00,3896549.00,9947.72,46.00,Shopee < CPT
MY,Fashion,Long Tail (LT),4588623944,7919391117,6804962403,2782977916,78.09,365.00,417.00,6541.85,84.00,Shopee < CPT
ID,Electronics,Mall,756183798,6691623907,3410421370,1624606985,76.72,1187694.00,1392829.00,8362.69,109.00,Shopee < CPT
ID,Fashion,Cross Border,2092513170,5360508294,7372744800,8001471229,113.77,1761143.00,1873906.00,21387.87,188.00,Shopee < CPT
PH,Lifestyle,Mall,7821697149,8153876434,5863428574,98032367,111.51,6309.00,5264.00,16947.69,152.00,Shopee > CPT
MY,Lifestyle,Non-Mall,4876914454,8951684829,6929656088,4896407019,127.70,598.00,691.00,19521.84,153.00,Shopee < CPT
TH,Electronics,Long Tail (LT),1035221283,5121281062,2984966744,8878944622,442.75,16154.00,15007.00,62868.95,142.00,Shopee > CPT
TH,Fashion,Long Tail (LT),3313632546,9968837475,4174513014,195628805,7.30,266.00,302.00,969.62,133.00,Shopee < CPT
TH,Fashion,Cross Border,6307334377,4497622697,551687441,3134659450,135.41,4940.00,4056.00,21662.81,160.00,Shopee > CPT
SG,Lifestyle,Long Tail (LT),5644714549,7668599751,3472964983,5799108278,31.83,43.00,46.00,3977.83,126.00,Shopee < CPT
SG,Electronics,Cross Border,5019630251,9374208827,6495874847,8568179068,119.02,162.00,158.00,10109.76,85.00,Shopee > CPT
SG,FMCG,Mall,6440025740,3504877390,824707180,3679899429,66.65,90.00,74.00,10572.30,160.00,Shopee > CPT
MY,FMCG,Cross Border,6730866928,7692194481,2104392466,6819155153,2.01,9.00,10.00,119.06,62.00,Shopee < CPT
VN,Fashion,Non-Mall,966707397,8236604017,9349091381,6775019345,280.01,6811948.00,7378202.00,19040.69,68.00,Shopee < CPT
ID,FMCG,Cross Border,4228398308,5641296426,1931554350,8700403637,10.93,169215.00,171818.00,1377.29,126.00,Shopee < CPT
ID,Fashion,Non-Mall,4421043674,8701457244,7070038947,3810560320,113.96,1764103.00,1833846.00,21081.95,185.00,Shopee < CPT
ID,Electronics,Mall,9091288145,5534766815,8543489236,1855353654,5.03,77906.00,63859.00,367.37,73.00,Shopee > CPT
ID,Fashion,Non-Mall,4482433371,6005467956,5312667619,3101485116,54.62,845481.00,885926.00,546.16,10.00,Shopee < CPT
ID,FMCG,Non-Mall,7850643332,6718737217,9663778646,629582054,256.00,3963070.00,4368841.00,3328.05,13.00,Shopee < CPT
ID,Lifestyle,Mall,146729520,7501193669,6182616128,9077069613,27.39,423954.00,406700.00,2683.86,98.00,Shopee > CPT
SG,FMCG,Mall,4846691543,7701010346,7897762207,9479744091,258.78,352.00,306.00,2584.34,10.00,Shopee > CPT
PH,Electronics,Long Tail (LT),7065373914,777549187,6886657809,3156683046,122.02,6904.00,7961.00,8906.97,73.00,Shopee < CPT
TH,FMCG,Non-Mall,227282916,9028251007,4680996678,4722712942,87.83,3204.00,3836.00,17123.59,195.00,Shopee < CPT
ID,Lifestyle,Non-Mall,9471999623,9323778859,1103033417,3467611968,204.91,3172153.00,3436206.00,3073.69,15.00,Shopee < CPT
SG,Electronics,Non-Mall,5726417586,2440782983,8912233367,14782247,143.24,195.00,180.00,13314.49,93.00,Shopee > CPT
ID,Lifestyle,Long Tail (LT),5565156380,201026618,9286447758,2368254162,131.40,2034167.00,2042039.00,8146.92,62.00,Shopee < CPT
ID,Lifestyle,Mall,8202899806,9961526638,8660555306,7834825835,73.03,1130501.00,1219779.00,10150.81,139.00,Shopee < CPT
SG,FMCG,Mall,8311532347,3381319767,1291593983,6708836155,155.32,211.00,209.00,8675.16,56.00,Shopee > CPT
ID,Lifestyle,Non-Mall,988374414,1331959723,8928783459,6147056191,42.80,662630.00,542932.00,7961.58,186.00,Shopee > CPT
TH,Fashion,Long Tail (LT),7946673219,8100621751,3647309822,8901635427,336.38,12273.00,9825.00,55501.21,165.00,Shopee > CPT
ID,FMCG,Cross Border,6252159609,3626583987,5541032687,7090405604,133.78,2070917.00,2336718.00,7625.22,57.00,Shopee < CPT
ID,Lifestyle,Non-Mall,8919200194,2106243092,7369266807,1138638669,55.36,857032.00,713274.00,10020.53,181.00,Shopee > CPT
ID,Electronics,Non-Mall,1479997911,9022636390,1412662313,3265819119,16.64,257559.00,221599.00,2146.26,129.00,Shopee > CPT
PH,Fashion,Mall,120608465,6826922225,9551890221,5222921580,115.61,6541.00,5880.00,7051.48,61.00,Shopee > CPT
ID,FMCG,Cross Border,9208968650,6169454017,6648450303,9284296242,0.73,11364.00,11729.00,118.92,162.00,Shopee < CPT
ID,Lifestyle,Non-Mall,7467827781,2805108940,6850686587,4488414552,36.47,564517.00,646534.00,3683.10,101.00,Shopee < CPT
ID,FMCG,Cross Border,9066384004,5018898382,3773390274,8543099819,13.71,212160.00,193366.00,41.11,3.00,Shopee > CPT
ID,Fashion,Long Tail (LT),6293070812,1035500681,2106311940,5969909918,2.51,38778.00,46528.00,155.31,62.00,Shopee < CPT
SG,Fashion,Long Tail (LT),3412884334,1502782731,7885218232,1592084887,2.61,3.00,3.00,160.79,73.00,Shopee = CPT
VN,Lifestyle,Non-Mall,3609509942,3763002451,7054707773,2431291339,225.10,5476127.00,5941667.00,6753.01,30.00,Shopee < CPT
TH,Fashion,Non-Mall,4256712282,6264798596,3364875000,6344809690,58.77,2144.00,2076.00,3995.78,68.00,Shopee > CPT
PH,Fashion,Cross Border,7757733225,2699603524,6627942656,7926312121,51.56,2917.00,3325.00,360.86,7.00,Shopee < CPT
PH,Fashion,Non-Mall,7136123080,4493665556,2008236939,7219421652,142.43,8059.00,8115.00,27203.26,191.00,Shopee < CPT
ID,Fashion,Long Tail (LT),2823685007,9197003647,623724350,3395420135,130.34,2017657.00,1866010.00,17855.95,137.00,Shopee > CPT
ID,Lifestyle,Non-Mall,3190152190,2513136211,5848400639,32963952,29.15,451306.00,455661.00,816.29,28.00,Shopee < CPT
SG,FMCG,Long Tail (LT),4712082996,3615255701,384831543,2317944122,160.26,218.00,239.00,20646.82,129.00,Shopee < CPT
ID,Lifestyle,Mall,265831860,1446222801,3602666239,9121684805,158.02,2446162.00,2565699.00,18645.85,118.00,Shopee < CPT
MY,Electronics,Cross Border,4049600467,4693560297,4991173538,846495637,39.24,183.00,214.00,5622.66,144.00,Shopee < CPT
VN,Fashion,Long Tail (LT),7535025334,1300091659,5463470626,9252342422,27.64,672301.00,597152.00,3122.80,113.00,Shopee > CPT
SG,Fashion,Mall,1900090233,2175214425,8766270037,3136031276,269.11,366.00,333.00,7255.24,27.00,Shopee > CPT
PH,Electronics,Mall,1390126961,7060127200,3000442892,5989853124,106.62,6033.00,7179.00,6717.08,63.00,Shopee < CPT
ID,Lifestyle,Long Tail (LT),8351771560,1063420067,9607340413,5011239585,65.42,1012765.00,834541.00,719.64,11.00,Shopee > CPT
TH,Fashion,Mall,7310074159,5713715831,1175314211,7390612178,39.02,1423.00,1335.00,2613.05,67.00,Shopee > CPT
MY,Fashion,Cross Border,1666804372,5768273376,2765884319,7741599621,139.18,652.00,548.00,3199.66,23.00,Shopee > CPT
TH,Fashion,Long Tail (LT),7672722855,2954505845,8097711917,7325398587,68.88,2513.00,2781.00,10744.47,156.00,Shopee < CPT
SG,Fashion,Cross Border,9181480686,9909103778,3766790760,6843669418,29.14,39.00,37.00,801.73,28.00,Shopee > CPT
MY,Fashion,Long Tail (LT),7154263796,6085729928,6154200037,6059144397,168.65,790.00,930.00,13990.51,83.00,Shopee < CPT
ID,FMCG,Long Tail (LT),7356092381,8803007045,5723122651,7616244861,7.23,111998.00,132362.00,477.50,66.00,Shopee < CPT
VN,Lifestyle,Cross Border,9199806802,5317328005,9792909363,8616470338,238.20,5794740.00,5922436.00,42637.28,179.00,Shopee < CPT
TH,Fashion,Mall,1174318504,8623731639,3476451762,1928548725,16.89,616.00,680.00,2903.87,172.00,Shopee < CPT
ID,Fashion,Mall,1151623977,6238047549,590518187,2162455978,101.29,1567983.00,1333419.00,5165.67,51.00,Shopee > CPT
PH,Fashion,Mall,5890934532,9060111919,9895951304,7798405341,118.83,6723.00,7489.00,13782.48,116.00,Shopee < CPT
ID,FMCG,Mall,4844144279,8273609077,7597319035,3379588812,131.17,2030543.00,2034020.00,15346.63,117.00,Shopee < CPT
TH,Fashion,Non-Mall,2363226505,6026340995,7961576842,971493339,73.79,2692.00,2314.00,11878.69,161.00,Shopee > CPT
PH,Fashion,Cross Border,9960217360,5979875442,9460931808,8407410699,293.06,16582.00,18364.00,43078.50,147.00,Shopee < CPT
TH,Fashion,Long Tail (LT),846398471,1845090135,7627029111,3280589204,14.90,543.00,501.00,1041.76,70.00,Shopee > CPT
VN,Fashion,Cross Border,1115222306,5161451028,6862496039,6145524719,385.55,9379398.00,8002019.00,8096.49,21.00,Shopee > CPT
MY,Fashion,Non-Mall,4188443420,2387663394,5127519856,6542787791,20.64,96.00,106.00,3871.34,189.00,Shopee < CPT
TH,Fashion,Long Tail (LT),6699393939,4178213344,7534717898,9949019410,24.95,910.00,772.00,149.64,6.00,Shopee > CPT
SG,FMCG,Non-Mall,6358613007,2243092868,7617577266,9441836476,70.27,95.00,87.00,1464.70,21.00,Shopee > CPT
PH,FMCG,Mall,8950574280,2063153217,8024036769,9344991985,10.95,619.00,708.00,809.52,74.00,Shopee < CPT
ID,FMCG,Long Tail (LT),4750223784,9211655814,578458452,2822043549,73.24,1133818.00,1125966.00,9081.97,124.00,Shopee > CPT
VN,FMCG,Mall,4817073718,914017854,3645749933,8277880971,439.52,10692355.00,9547286.00,55379.17,126.00,Shopee > CPT
ID,Fashion,Non-Mall,7808769267,670319269,4137626662,1451022444,208.15,3222222.00,3214782.00,3538.50,17.00,Shopee > CPT
PH,Lifestyle,Long Tail (LT),5952249298,6659320426,1278743929,7489232543,2.15,121.00,109.00,412.71,193.00,Shopee > CPT
SG,Lifestyle,Cross Border,3377140423,4811910215,6639902795,6233406398,11.51,15.00,14.00,1013.18,92.00,Shopee > CPT
MY,Fashion,Non-Mall,1988876986,2988251555,5054403962,8425005633,222.18,1041.00,871.00,14659.63,66.00,Shopee > CPT
PH,Fashion,Long Tail (LT),7379376384,5871447298,5878260953,4500441594,329.53,18646.00,19286.00,7249.61,22.00,Shopee < CPT
VN,Lifestyle,Non-Mall,3183724550,757108055,7192321585,4042529008,73.07,1777651.00,1457079.00,11837.61,162.00,Shopee > CPT
MY,Lifestyle,Mall,8772236670,1458392465,6240033589,66103642,91.86,430.00,504.00,733.98,8.00,Shopee < CPT
ID,Electronics,Long Tail (LT),8993497835,4356493269,584992891,7092974776,135.23,2093453.00,1927131.00,14875.48,110.00,Shopee > CPT
SG,FMCG,Long Tail (LT),1300704188,2530149028,1590942772,2715431689,51.52,70.00,81.00,9199.37,179.00,Shopee < CPT
PH,Lifestyle,Cross Border,6316384019,6689440642,4877308457,9948130981,91.21,5161.00,6187.00,5654.99,62.00,Shopee < CPT
TH,Lifestyle,Long Tail (LT),8751254895,8668791030,1475609420,5442693779,183.04,6678.00,5614.00,27637.02,151.00,Shopee > CPT
ID,Fashion,Mall,1463797689,1947736084,8148167730,7418079419,41.31,639452.00,572938.00,4502.46,109.00,Shopee > CPT
TH,Lifestyle,Non-Mall,888550606,7739823324,1660954329,9634633716,82.78,3020.00,3335.00,15974.68,193.00,Shopee < CPT
PH,Fashion,Mall,651011978,6190243911,4586034917,7896034378,108.42,6134.00,6219.00,18428.88,170.00,Shopee < CPT
ID,FMCG,Long Tail (LT),6901611976,5080082527,8221396893,4327464617,19.48,301597.00,262065.00,2571.67,132.00,Shopee > CPT
SG,Electronics,Cross Border,5430670078,7762452384,8244048531,726300517,10.00,13.00,10.00,276.79,29.00,Shopee > CPT
TH,Fashion,Non-Mall,1320167073,1724252444,8326437690,7266807658,7.10,259.00,221.00,617.57,87.00,Shopee > CPT
SG,Lifestyle,Cross Border,8338586148,5321438989,830975407,3110509044,11.50,15.00,14.00,1442.68,131.00,Shopee > CPT
MY,Fashion,Cross Border,367748501,8259751261,6237769964,7660001532,106.97,501.00,485.00,16889.74,158.00,Shopee > CPT
ID,FMCG,Cross Border,4656809378,146962755,90677696,6866679855,2.42,37529.00,44374.00,191.52,79.00,Shopee < CPT
ID,Fashion,Non-Mall,503389743,3402973228,2381479013,3903950776,13.58,210208.00,246991.00,1643.05,121.00,Shopee < CPT
MY,Lifestyle,Non-Mall,3985973697,560641820,5474931049,9687217587,265.07,1242.00,1262.00,40015.36,151.00,Shopee < CPT
ID,FMCG,Long Tail (LT),3407936407,7802426636,8889334459,3154025454,3.45,53400.00,61544.00,558.82,162.00,Shopee < CPT
MY,FMCG,Mall,8900093478,705591491,1133715658,2488848295,94.94,444.00,367.00,3694.67,39.00,Shopee > CPT
MY,Electronics,Mall,5364715747,663725775,891124101,3106798192,129.67,607.00,529.00,10620.15,82.00,Shopee > CPT
SG,Electronics,Mall,1755968697,9254223096,7626073815,1324227518,12.49,17.00,20.00,1635.04,131.00,Shopee < CPT
TH,Lifestyle,Cross Border,3369573131,2106528131,7808134784,2819177363,344.68,12576.00,13236.00,41361.05,120.00,Shopee < CPT
MY,FMCG,Long Tail (LT),7451366403,8439053144,3867128962,977171392,61.36,287.00,321.00,3674.19,60.00,Shopee < CPT
ID,Fashion,Long Tail (LT),4415274779,8534427029,8698175772,7577605783,113.23,1752910.00,1918207.00,15173.28,134.00,Shopee < CPT
ID,Fashion,Cross Border,3057435779,2298577818,8627946173,6668168141,16.13,249655.00,279870.00,822.48,51.00,Shopee < CPT
TH,FMCG,Mall,9294454519,3336844219,5618203435,9843510275,71.20,2597.00,2107.00,12384.80,174.00,Shopee > CPT
ID,Fashion,Cross Border,1558987048,9386958611,6130945202,8662179008,194.90,3017198.00,2475053.00,7601.22,39.00,Shopee > CPT
ID,Lifestyle,Mall,3549347916,5839687066,6316072454,1996455183,6.78,104903.00,121980.00,121.98,18.00,Shopee < CPT
ID,Fashion,Cross Border,8970149091,8133167600,5952095339,2436236931,67.39,1043250.00,1197845.00,4178.26,62.00,Shopee < CPT
TH,Fashion,Mall,8492462408,8252786613,4183914659,8117017134,15.06,549.00,566.00,2016.25,134.00,Shopee < CPT
VN,Lifestyle,Non-Mall,2682588306,8304290678,2350980891,9400650020,59.36,1443970.00,1376632.00,4985.86,84.00,Shopee > CPT
ID,Fashion,Non-Mall,6688283939,2381970766,8179095666,8321133669,90.05,1393944.00,1292021.00,1710.86,19.00,Shopee > CPT
ID,Lifestyle,Long Tail (LT),5660250804,4912089726,9381101912,1976716554,1.89,29209.00,32142.00,45.28,24.00,Shopee < CPT
VN,Fashion,Non-Mall,3111562376,4818402159,6752810809,5381611222,4.00,97374.00,107362.00,164.11,41.00,Shopee < CPT
ID,Fashion,Cross Border,911070310,8716147046,3546775200,3648923699,9.77,151310.00,147183.00,948.10,97.00,Shopee > CPT
SG,FMCG,Cross Border,4103374912,4205083835,8160618610,5536985913,138.69,188.00,197.00,13802.72,100.00,Shopee < CPT
ID,FMCG,Cross Border,4216074875,2066641466,6512333539,2995110262,156.85,2428084.00,2325701.00,9567.72,61.00,Shopee > CPT
ID,Lifestyle,Mall,6983955889,5809044267,9834272465,2760550332,83.63,1294691.00,1036787.00,3847.15,46.00,Shopee > CPT
TH,Fashion,Mall,9334922718,9072001176,3357790805,8749714147,7.53,274.00,238.00,225.29,30.00,Shopee > CPT
VN,Electronics,Cross Border,9034447704,4077736233,3772049649,3391949556,101.02,2457660.00,2431287.00,5556.32,55.00,Shopee > CPT
ID,Electronics,Long Tail (LT),8570414180,3379542648,2317836300,5799965185,6.70,103775.00,117542.00,965.32,144.00,Shopee < CPT
PH,Lifestyle,Long Tail (LT),2842688876,990936951,4688598981,9250369343,108.03,6112.00,7060.00,19550.97,181.00,Shopee < CPT
MY,Fashion,Long Tail (LT),5680560045,5660190621,5824268980,4310905698,210.65,987.00,799.00,42118.74,200.00,Shopee > CPT
TH,Fashion,Mall,7566636639,7977521229,6519583060,6263322097,39.47,1440.00,1462.00,5130.66,130.00,Shopee < CPT
ID,FMCG,Mall,6474134991,1162188142,9263358787,2611898902,351.53,5441802.00,5709591.00,11248.84,32.00,Shopee < CPT
SG,Lifestyle,Mall,1379965868,8873693731,8896783691,9650972630,80.63,109.00,119.00,13604.49,170.00,Shopee < CPT
ID,FMCG,Non-Mall,2094423831,7445288539,8207960409,275514220,35.50,549599.00,499307.00,3124.23,88.00,Shopee > CPT
ID,Lifestyle,Non-Mall,7636002217,6060719475,3522826361,8976632344,1.83,28312.00,29556.00,60.35,33.00,Shopee < CPT
ID,Lifestyle,Mall,8847372723,5159502555,319572003,9231299871,40.60,628467.00,722566.00,2070.46,51.00,Shopee < CPT
TH,Lifestyle,Mall,6557877990,7522180165,5639455288,8364609263,4.98,181.00,187.00,873.09,176.00,Shopee < CPT
SG,Fashion,Mall,7607184480,4055469711,8749271587,5565195616,1.73,2.00,1.00,287.80,196.00,Shopee > CPT
ID,Fashion,Cross Border,505368714,8370922036,4688814857,1133318001,449.30,6955319.00,6486042.00,17971.82,40.00,Shopee > CPT
ID,Electronics,Long Tail (LT),2258369123,402671976,7091136487,2674628514,40.82,631919.00,752944.00,1020.51,25.00,Shopee < CPT
MY,Electronics,Long Tail (LT),6084201692,1462935805,2034172367,9512034154,193.46,906.00,834.00,33636.10,174.00,Shopee > CPT
TH,Fashion,Mall,5513458854,5773940216,4931205857,2025393546,10.21,372.00,402.00,652.52,64.00,Shopee < CPT
MY,Electronics,Mall,2084949528,1369537671,486891690,302740696,289.41,1356.00,1330.00,289.33,1.00,Shopee > CPT
MY,FMCG,Cross Border,7766339484,5388233336,9244338722,2266195096,268.31,1257.00,1347.00,42912.47,160.00,Shopee < CPT
VN,FMCG,Non-Mall,2030382050,8331703159,8163454928,5894237320,146.76,3570347.00,4121047.00,24068.93,164.00,Shopee < CPT
ID,Fashion,Cross Border,9670031853,3577942840,2556796306,1808415375,220.94,3420276.00,3474105.00,11047.05,50.00,Shopee < CPT
PH,Lifestyle,Mall,2068037768,1263834013,7684373756,7295392025,252.42,14283.00,12758.00,19436.43,77.00,Shopee > CPT
ID,Fashion,Long Tail (LT),6913589684,5682702706,9431603516,7111743361,128.68,1992019.00,1771834.00,23676.98,184.00,Shopee > CPT
VN,FMCG,Cross Border,4195762611,4582436452,5271639515,5470700039,16.20,394204.00,356347.00,1442.16,89.00,Shopee > CPT
MY,Lifestyle,Cross Border,9545651630,8020814433,9745563012,6301432214,311.73,1460.00,1186.00,24298.29,78.00,Shopee > CPT
SG,Electronics,Mall,6010242775,4063237488,4279881421,8657982529,61.93,84.00,68.00,5365.44,87.00,Shopee > CPT
ID,Lifestyle,Long Tail (LT),2263424368,8335127659,9991258436,9882127306,19.65,304182.00,295096.00,1571.95,80.00,Shopee > CPT
ID,FMCG,Cross Border,8011582501,4314490357,5016852447,4230215892,34.11,528057.00,504200.00,750.44,22.00,Shopee > CPT
ID,Lifestyle,Mall,3748044736,8067017344,2815852513,1239600371,0.46,7105.00,8525.00,85.83,187.00,Shopee < CPT
TH,Lifestyle,Cross Border,9201451959,312193588,310663634,2517422472,396.30,14459.00,12630.00,14662.49,37.00,Shopee > CPT
VN,Fashion,Mall,5554225441,9325651819,3843516158,5399813898,283.39,6894076.00,7354230.00,45341.78,160.00,Shopee < CPT
MY,Fashion,Cross Border,9530211609,9073520874,1635093755,8597892565,36.38,170.00,154.00,2684.16,74.00,Shopee > CPT
VN,Lifestyle,Cross Border,5708878878,4867020883,2943742449,5740205891,144.55,3516506.00,3043563.00,7371.98,51.00,Shopee > CPT
TH,Lifestyle,Mall,1462904083,4527969367,8212201367,3949541010,97.26,3548.00,3588.00,4862.07,50.00,Shopee < CPT
ID,FMCG,Cross Border,1276395363,9686384572,2208707089,2647905015,403.71,6249679.00,6655189.00,59749.52,148.00,Shopee < CPT
ID,Lifestyle,Non-Mall,2359546110,9342955169,5406630722,8852027686,123.15,1906493.00,2035519.00,21428.88,174.00,Shopee < CPT
PH,Fashion,Mall,3224971168,898368450,3475530223,2651933947,30.27,1712.00,1645.00,3963.52,131.00,Shopee > CPT
ID,Fashion,Mall,8847464650,5514360585,4972826588,5159710772,164.43,2545513.00,2992112.00,32393.40,197.00,Shopee < CPT
ID,FMCG,Mall,7277702933,5901569553,6041380328,510819260,4.22,65338.00,70219.00,451.61,107.00,Shopee < CPT
ID,Lifestyle,Cross Border,5279444303,366714933,8910599885,7417130764,192.92,2986518.00,2737523.00,34532.91,179.00,Shopee > CPT
ID,FMCG,Non-Mall,5634131131,1901207248,7819644348,3834074160,131.30,2032564.00,2087086.00,2625.97,20.00,Shopee < CPT
TH,Electronics,Cross Border,1629390220,3927335530,8453045910,3936377629,96.55,3522.00,3420.00,2316.69,24.00,Shopee > CPT
TH,Lifestyle,Long Tail (LT),6863882370,6727248131,6403967255,807731859,42.86,1563.00,1599.00,1585.00,37.00,Shopee < CPT
TH,Fashion,Mall,4716532382,5930211220,7211924447,2354441599,210.84,7692.00,7564.00,18762.78,89.00,Shopee > CPT
TH,Electronics,Cross Border,8546587803,7601022862,6955149953,6763667062,353.16,12885.00,13844.00,42024.17,119.00,Shopee < CPT
ID,Lifestyle,Non-Mall,7940581233,7736236842,1928713387,1074824729,125.10,1936685.00,1555116.00,5629.72,45.00,Shopee > CPT
ID,Lifestyle,Cross Border,8785176376,1666321470,1396277452,6994318887,315.92,4890523.00,5248539.00,19270.82,61.00,Shopee < CPT
TH,Fashion,Non-Mall,3255663194,3775448335,9345352488,6888874953,24.42,891.00,938.00,757.02,31.00,Shopee < CPT
ID,Fashion,Cross Border,6258049745,7338266019,3767848053,8214309788,300.28,4648511.00,4391633.00,55251.83,184.00,Shopee > CPT
ID,FMCG,Cross Border,8943517591,4554230715,4169147666,3767319447,126.09,1951913.00,2319607.00,21687.22,172.00,Shopee < CPT
TH,Lifestyle,Mall,2485835566,5993115442,3712180538,3285312987,23.35,852.00,963.00,1260.96,54.00,Shopee < CPT
PH,Lifestyle,Mall,3930764701,5437410796,1244625510,391392968,322.11,18226.00,14650.00,14816.84,46.00,Shopee > CPT
ID,Lifestyle,Non-Mall,6238004084,8414015245,8661293778,6658534291,74.73,1156924.00,1149956.00,747.34,10.00,Shopee > CPT
ID,Lifestyle,Long Tail (LT),4526779967,2204278943,7175742137,7317134413,139.57,2160648.00,2247164.00,22610.70,162.00,Shopee < CPT
ID,FMCG,Cross Border,6042416926,3442250169,3412398057,6889821604,0.57,8862.00,8591.00,64.12,112.00,Shopee > CPT
ID,Fashion,Cross Border,164771122,1462731277,9610493423,4878395874,60.63,938651.00,1056359.00,121.27,2.00,Shopee < CPT
ID,Fashion,Long Tail (LT),8416954075,8212771809,7188888140,7516379948,34.91,540412.00,505182.00,279.27,8.00,Shopee > CPT
ID,Fashion,Long Tail (LT),8167259752,5341981723,83572367,1957745371,27.19,420952.00,400163.00,1278.04,47.00,Shopee > CPT
ID,FMCG,Cross Border,3328051244,459832800,5082415523,5553318457,480.61,7440016.00,6319399.00,80261.15,167.00,Shopee > CPT
SG,Lifestyle,Non-Mall,2917774482,207962962,2119488230,3794789561,2.14,2.00,2.00,168.86,115.00,Shopee = CPT
TH,FMCG,Cross Border,4388864818,5977934963,5814528385,4405980292,290.89,10613.00,12461.00,14543.74,50.00,Shopee < CPT
TH,Fashion,Non-Mall,5823864179,6474219977,5667955398,5044852130,143.79,5246.00,4497.00,8626.75,60.00,Shopee > CPT
TH,FMCG,Mall,5113678330,5260679051,7187096648,3664670479,60.90,2222.00,2410.00,4080.25,67.00,Shopee < CPT
ID,Fashion,Long Tail (LT),9854497420,4713617395,1846080922,6614972379,72.51,1122486.00,1288720.00,5945.79,82.00,Shopee < CPT
ID,Lifestyle,Long Tail (LT),8100168899,6492462806,6333126504,5147694592,43.77,677537.00,734231.00,393.90,9.00,Shopee < CPT
ID,Fashion,Mall,6510729092,4292603508,5399868506,1437684409,37.87,586231.00,636239.00,2385.75,63.00,Shopee < CPT
TH,Lifestyle,Mall,6053577431,843485846,4138662628,2813514261,91.82,3350.00,3455.00,7712.44,84.00,Shopee < CPT
MY,FMCG,Cross Border,6156634643,7511443482,2804041156,3626058926,157.53,738.00,863.00,3306.77,21.00,Shopee < CPT
ID,Lifestyle,Mall,114257717,5856670792,2968633372,3431507073,83.93,1299337.00,1372563.00,9988.12,119.00,Shopee < CPT
ID,Fashion,Mall,1543651120,883310910,58591996,6497390956,233.73,3618212.00,2936166.00,3272.18,14.00,Shopee > CPT
